"","Gender","Age","Occupation","City_Category","Stay_In_Current_City_Years","Martial_Status","Product_num","Purchase"
"5320","F","18-25","2","1","2","0","208","1924462"
"5321","F","0-17","10","3","1","0","92","696684"
"5322","M","18-25","4","1","5","0","45","493095"
"5323","M","51-55","0","2","3","1","35","285841"
"5324","M","26-35","17","3","4","0","22","187406"
"5325","M","36-45","0","2","4","1","142","1424971"
"5326","M","36-45","7","3","3","0","55","550727"
"5327","F","26-35","0","1","1","1","13","73282"
"5328","M","26-35","12","2","2","0","110","1208289"
"5329","M","36-45","0","3","2","0","14","129946"
"5330","M","26-35","12","1","2","0","201","1993182"
"5331","M","36-45","12","3","3","0","59","716879"
"5332","M","55+","7","3","4","0","53","590574"
"5333","M","18-25","7","1","2","0","12","129416"
"5334","M","36-45","1","3","1","1","164","1405962"
"5335","M","26-35","1","3","4","0","62","716753"
"5336","M","26-35","12","1","3","0","24","255459"
"5337","M","26-35","4","1","3","0","197","1959623"
"5338","F","36-45","0","1","5","1","15","161361"
"5339","M","36-45","1","2","2","0","11","118227"
"5340","M","36-45","7","3","2","0","19","177156"
"5341","M","36-45","1","3","5","0","55","461040"
"5342","F","26-35","14","2","1","1","75","521670"
"5343","M","46-50","12","3","1","0","24","213422"
"5344","M","18-25","7","1","2","0","188","1974813"
"5345","F","26-35","6","2","4","0","128","1106516"
"5346","M","46-50","17","3","5","1","41","577678"
"5347","M","26-35","4","3","1","1","64","679091"
"5348","M","26-35","0","3","4","0","21","326406"
"5349","M","26-35","17","2","1","0","20","243493"
"5350","M","26-35","15","3","2","0","132","1061422"
"5351","M","18-25","7","3","1","0","37","444019"
"5352","M","46-50","17","3","4","0","72","746763"
"5353","M","18-25","7","1","2","0","107","982453"
"5354","M","18-25","4","1","5","1","226","1627055"
"5355","M","36-45","12","2","4","0","280","2300303"
"5356","F","36-45","17","2","2","1","35","397449"
"5357","F","18-25","4","2","4","1","18","178058"
"5358","M","26-35","7","2","2","0","36","313853"
"5359","M","26-35","4","1","2","1","71","850326"
"5360","F","51-55","1","3","4","1","25","227193"
"5361","F","26-35","19","1","2","0","38","444465"
"5362","F","36-45","20","2","2","0","36","279743"
"5363","M","26-35","2","1","4","0","284","2052393"
"5364","M","26-35","2","1","5","0","61","552089"
"5365","F","26-35","9","3","2","0","24","249600"
"5366","M","46-50","7","2","2","1","310","3810619"
"5367","F","26-35","4","2","4","1","41","569079"
"5368","F","18-25","14","1","2","0","26","270479"
"5369","M","46-50","7","3","2","1","27","225176"
"5370","M","26-35","20","3","2","0","43","379289"
"5371","M","26-35","0","1","2","0","59","434911"
"5372","M","18-25","4","3","5","0","33","434654"
"5373","M","46-50","1","2","2","1","360","4032528"
"5374","F","26-35","17","2","3","1","116","1254527"
"5375","M","36-45","1","3","3","1","33","296560"
"5376","F","0-17","10","3","4","0","22","188291"
"5377","M","18-25","4","3","2","0","29","340548"
"5378","F","51-55","16","3","4","1","74","764909"
"5379","M","55+","0","3","3","1","165","1637965"
"5380","M","51-55","17","2","4","1","59","689555"
"5381","M","36-45","15","3","4","0","182","1594015"
"5382","M","46-50","1","3","1","1","101","1087896"
"5383","F","26-35","6","3","1","0","25","235781"
"5384","M","26-35","14","2","1","0","287","2660408"
"5385","M","36-45","0","2","3","1","183","1865016"
"5386","F","0-17","10","2","2","0","86","586065"
"5387","F","0-17","10","3","4","0","11","104708"
"5388","F","36-45","2","1","1","0","151","1306388"
"5389","M","26-35","1","3","1","0","14","131382"
"5390","M","51-55","1","3","4","1","32","363095"
"5391","M","18-25","6","3","5","0","15","158541"
"5392","F","18-25","4","2","1","0","339","2430399"
"5393","M","51-55","17","3","1","1","74","1105328"
"5394","M","26-35","17","3","3","0","49","434767"
"5395","F","51-55","2","1","2","1","11","132982"
"5396","M","46-50","16","3","4","1","35","507309"
"5397","M","26-35","15","2","2","1","92","886927"
"5398","M","26-35","16","2","3","1","317","2413092"
"5399","F","55+","1","3","3","0","36","398912"
"5400","M","46-50","12","2","3","1","91","811168"
"5401","F","26-35","20","2","2","1","247","2245096"
"5402","M","36-45","1","3","5","1","37","335239"
"5403","M","55+","7","3","2","0","15","212024"
"5404","M","46-50","7","3","2","1","28","326019"
"5405","M","26-35","17","1","3","0","171","1687441"
"5406","M","26-35","15","2","5","1","24","214815"
"5407","F","36-45","16","3","4","1","81","833595"
"5408","M","18-25","14","3","2","0","19","177706"
"5409","F","18-25","4","1","4","1","82","609878"
"5410","F","18-25","4","1","5","0","98","750834"
"5411","F","51-55","9","3","2","1","18","165024"
"5412","M","36-45","15","2","3","0","330","3413646"
"5413","F","36-45","20","1","2","0","29","230674"
"5414","M","51-55","7","3","2","1","29","198326"
"5415","M","36-45","3","3","4","0","134","1277925"
"5416","M","26-35","1","2","2","0","52","608451"
"5417","M","0-17","10","2","3","0","276","2499271"
"5418","M","46-50","6","1","1","0","151","1387035"
"5419","M","36-45","14","3","2","1","108","1154353"
"5420","M","0-17","10","2","3","0","124","861932"
"5421","M","51-55","1","3","2","1","24","231703"
"5422","F","36-45","17","3","5","1","45","519162"
"5423","F","26-35","3","3","1","1","107","758746"
"5424","F","36-45","1","3","5","0","43","329861"
"5425","F","26-35","7","3","4","0","17","150098"
"5426","M","46-50","20","2","1","0","22","169858"
"5427","M","18-25","17","3","3","0","101","1047786"
"5428","M","36-45","7","3","3","0","67","618830"
"5429","M","51-55","3","2","1","1","210","1522820"
"5430","M","18-25","4","3","4","0","183","2288380"
"5431","M","26-35","1","2","4","0","157","1785402"
"5432","F","26-35","9","3","3","0","57","491500"
"5433","F","26-35","4","2","1","1","40","468526"
"5434","F","36-45","1","2","2","1","85","748918"
"5435","M","26-35","0","2","5","0","99","897357"
"5436","M","36-45","7","3","3","0","142","913035"
"5437","M","26-35","4","3","4","0","161","1781630"
"5438","M","51-55","1","3","2","1","18","173424"
"5439","F","18-25","1","3","2","1","47","527292"
"5440","F","36-45","7","2","5","1","16","175846"
"5441","M","46-50","7","2","5","0","206","1874445"
"5442","M","26-35","0","1","2","1","20","317238"
"5443","M","46-50","1","3","3","1","73","822078"
"5444","M","55+","15","2","3","1","66","742144"
"5445","F","51-55","0","1","5","0","43","312266"
"5446","M","26-35","4","1","5","0","107","1085691"
"5447","M","36-45","20","1","2","1","16","171053"
"5448","M","26-35","17","3","5","1","33","322151"
"5449","F","26-35","20","1","2","1","25","218546"
"5450","F","26-35","0","1","1","1","18","201873"
"5451","F","46-50","12","1","4","1","18","170426"
"5452","M","18-25","0","2","5","0","26","305929"
"5453","M","26-35","1","1","5","1","67","835381"
"5454","M","51-55","16","1","2","1","92","1247392"
"5455","F","46-50","0","2","2","1","64","594067"
"5456","M","26-35","20","2","2","0","105","1057952"
"5457","M","36-45","12","2","2","0","109","1181244"
"5458","F","18-25","4","1","3","0","108","701631"
"5459","M","18-25","4","3","2","0","71","692759"
"5460","M","36-45","7","1","2","0","114","1005275"
"5461","F","46-50","0","3","2","0","147","1191144"
"5462","M","36-45","1","1","3","1","40","430535"
"5463","M","36-45","0","2","2","0","42","399218"
"5464","M","36-45","15","3","4","0","129","1129787"
"5465","F","18-25","2","1","1","0","382","2687881"
"5466","F","26-35","14","3","2","0","15","133593"
"5467","M","18-25","4","3","3","0","82","626811"
"5468","M","18-25","3","3","2","0","6","61580"
"5469","F","51-55","1","3","2","0","22","240332"
"5470","F","26-35","1","3","4","0","22","256605"
"5471","F","36-45","7","3","2","0","22","331194"
"5472","F","26-35","1","1","3","0","26","204300"
"5473","F","36-45","0","3","4","1","37","237829"
"5474","M","36-45","7","3","5","0","168","1350344"
"5475","M","46-50","1","3","4","0","74","706476"
"5476","M","26-35","14","3","1","0","32","394780"
"5477","F","18-25","4","2","4","0","55","510973"
"5478","F","18-25","4","3","1","0","51","443089"
"5479","M","36-45","14","3","3","1","122","1140840"
"5480","M","26-35","7","1","2","0","246","1930365"
"5481","M","36-45","15","3","4","1","46","442961"
"5482","M","26-35","11","2","3","1","138","1345844"
"5483","M","26-35","7","3","2","0","60","631696"
"5484","M","26-35","1","3","4","1","84","762339"
"5485","M","55+","16","2","4","0","92","1211851"
"5486","M","26-35","0","1","5","1","429","3251716"
"5487","M","18-25","4","2","2","0","10","123865"
"5488","M","26-35","14","3","2","0","48","553155"
"5489","M","36-45","17","2","2","0","141","1524316"
"5490","M","36-45","12","3","4","0","38","372040"
"5491","F","18-25","4","3","3","0","35","414876"
"5492","M","51-55","1","3","2","1","19","210673"
"5493","M","26-35","14","1","4","1","157","1533540"
"5494","F","36-45","9","2","4","1","14","165257"
"5495","M","26-35","7","1","1","1","436","3488250"
"5496","M","0-17","10","3","3","0","21","183654"
"5497","M","18-25","1","3","1","0","57","504267"
"5498","F","18-25","4","3","3","0","24","196582"
"5499","M","36-45","17","3","1","0","16","145525"
"5500","F","26-35","17","3","3","1","77","535248"
"5501","M","0-17","10","3","4","0","28","229608"
"5502","F","36-45","1","1","4","1","526","4246978"
"5503","F","18-25","4","3","2","0","35","367593"
"5504","M","26-35","2","2","4","0","142","1701681"
"5505","M","18-25","4","3","3","0","55","565970"
"5506","M","18-25","1","3","3","0","81","879728"
"5507","M","26-35","17","3","2","0","66","699915"
"5508","F","18-25","4","2","2","0","113","911965"
"5509","F","36-45","12","2","3","1","156","1132738"
"5510","F","26-35","6","2","5","1","19","210378"
"5511","M","18-25","0","2","2","0","53","455622"
"5512","M","51-55","1","2","2","0","112","1141455"
"5513","M","26-35","4","1","4","1","151","1487170"
"5514","F","26-35","6","3","1","0","58","537708"
"5515","M","26-35","15","2","3","0","15","105351"
"5516","M","51-55","14","1","2","0","97","1082591"
"5517","M","55+","0","2","4","1","63","831368"
"5518","M","26-35","0","3","4","1","124","1276244"
"5519","M","26-35","2","3","4","1","18","200344"
"5520","F","26-35","15","3","2","1","72","725647"
"5521","M","0-17","10","3","3","0","41","455611"
"5522","F","36-45","20","2","5","0","126","1360453"
"5523","M","18-25","4","3","5","0","141","1569868"
"5524","M","18-25","4","3","3","1","28","279839"
"5525","M","36-45","7","2","2","1","181","1737991"
"5526","F","26-35","3","3","1","0","48","571513"
"5527","M","55+","1","2","3","0","28","173402"
"5528","M","18-25","4","2","5","0","43","495393"
"5529","M","26-35","1","3","5","0","55","635594"
"5530","F","26-35","4","3","5","1","12","141641"
"5531","F","36-45","1","2","3","0","34","316439"
"5532","M","36-45","7","2","4","0","26","268323"
"5533","M","36-45","14","1","3","0","289","2957948"
"5534","M","26-35","20","3","1","0","82","545489"
"5535","M","26-35","1","1","4","0","125","1167349"
"5536","M","36-45","17","1","1","1","69","761898"
"5537","M","36-45","2","3","5","1","88","1450115"
"5538","M","51-55","20","1","5","1","85","917247"
"5539","F","26-35","7","1","4","0","19","193351"
"5540","M","18-25","0","2","3","0","316","3451155"
"5541","F","18-25","9","2","1","1","60","618387"
"5542","M","18-25","16","1","2","0","256","2472299"
"5543","M","26-35","17","1","1","1","20","155489"
"5544","M","55+","16","1","2","1","274","1532576"
"5545","F","0-17","0","2","4","0","44","571674"
"5546","F","18-25","4","2","2","0","49","420125"
"5547","M","26-35","0","2","4","0","259","2372685"
"5548","M","18-25","4","2","4","0","14","139024"
"5549","M","36-45","14","3","2","0","68","837437"
"5550","F","26-35","7","3","2","0","28","321762"
"5551","F","26-35","4","2","2","0","22","205006"
"5552","F","26-35","12","3","2","0","12","137512"
"5553","F","36-45","3","3","2","0","17","163709"
"5554","F","26-35","14","3","2","1","11","136644"
"5555","M","26-35","0","2","2","0","15","195517"
"5556","M","36-45","14","2","4","0","174","1625520"
"5557","M","36-45","15","2","5","1","150","1258180"
"5558","F","18-25","14","3","2","0","23","217805"
"5559","M","26-35","7","3","5","0","66","794202"
"5560","M","18-25","0","2","5","0","69","679503"
"5561","M","55+","1","3","3","1","39","486295"
"5562","F","18-25","4","2","4","0","51","443678"
"5563","F","18-25","4","2","5","0","79","737912"
"5564","M","36-45","1","2","5","0","52","455286"
"5565","M","18-25","4","2","5","0","70","1007781"
"5566","M","26-35","15","2","2","1","40","397293"
"5567","M","26-35","7","3","5","0","24","227915"
"5568","M","36-45","1","2","3","0","45","635849"
"5569","F","51-55","7","3","5","1","13","85286"
"5570","M","36-45","2","2","2","0","37","373767"
"5571","M","0-17","10","3","5","0","114","1207089"
"5572","M","26-35","0","2","4","1","211","2016132"
"5573","F","36-45","14","3","5","1","93","818383"
"5574","M","55+","7","3","4","1","15","115199"
"5575","M","26-35","0","1","1","0","178","1463389"
"5576","M","46-50","11","2","3","0","22","227143"
"5577","M","26-35","20","1","3","1","193","1783245"
"5578","M","26-35","15","2","3","1","49","587819"
"5579","M","18-25","2","3","1","0","13","114824"
"5580","M","26-35","1","3","1","0","84","986243"
"5581","M","26-35","4","3","1","0","24","182058"
"5582","F","36-45","20","3","4","0","170","1320178"
"5583","M","18-25","10","3","2","0","35","309856"
"5584","M","18-25","0","1","4","0","39","338731"
"5585","F","26-35","11","2","3","1","38","590876"
"5586","F","26-35","11","3","5","1","20","208839"
"5587","M","26-35","4","2","3","0","110","1214551"
"5588","F","26-35","14","2","5","1","114","1050039"
"5589","M","26-35","6","3","5","0","10","99572"
"5590","M","26-35","1","1","4","1","50","595054"
"5591","M","46-50","15","3","3","0","49","409869"
"5592","M","26-35","12","1","2","1","275","2515703"
"5593","M","26-35","7","3","3","0","25","319209"
"5594","M","26-35","1","2","2","0","46","394600"
"5595","M","51-55","13","2","1","1","27","272130"
"5596","F","26-35","12","2","2","1","21","168629"
"5597","F","36-45","0","3","2","0","13","132816"
"5598","F","26-35","4","1","3","0","221","1978491"
"5599","F","18-25","4","2","2","1","34","355787"
"5600","M","18-25","15","2","3","0","41","411247"
"5601","M","26-35","0","2","5","1","289","2572722"
"5602","M","26-35","0","3","4","0","29","335269"
"5603","M","26-35","2","1","1","1","214","2180773"
"5604","M","18-25","1","1","2","0","64","669955"
"5605","F","0-17","0","3","1","0","45","345116"
"5606","F","55+","0","2","4","1","70","609009"
"5607","M","18-25","17","3","1","0","49","684848"
"5608","F","18-25","1","1","3","0","163","1266660"
"5609","F","36-45","2","2","2","0","263","2350534"
"5610","F","0-17","10","3","2","0","18","152065"
"5611","M","0-17","10","3","3","0","55","606784"
"5612","F","51-55","1","3","3","0","74","897337"
"5613","F","26-35","1","1","3","0","303","2811586"
"5614","M","18-25","12","3","4","0","16","118119"
"5615","M","26-35","20","2","2","1","122","765793"
"5616","F","36-45","6","1","3","1","145","1332533"
"5617","F","26-35","1","1","2","1","367","3146236"
"5618","F","51-55","12","3","2","1","31","225414"
"5619","M","26-35","11","2","3","1","128","1357914"
"5620","M","55+","14","3","1","1","54","465424"
"5621","M","26-35","2","2","1","0","186","2043839"
"5622","F","0-17","7","3","4","0","36","328379"
"5623","M","46-50","14","2","2","1","73","819493"
"5624","M","26-35","0","3","4","1","75","755223"
"5625","M","26-35","7","1","2","0","132","1191667"
"5626","M","36-45","7","3","2","0","16","123284"
"5627","M","26-35","6","3","4","0","12","100081"
"5628","M","18-25","4","1","3","1","20","179388"
"5629","M","26-35","11","1","5","0","89","867715"
"5630","M","18-25","12","2","4","1","90","1031113"
"5631","M","0-17","0","3","5","0","71","707177"
"5632","M","36-45","12","3","2","0","32","460983"
"5633","M","26-35","5","1","2","0","196","1764387"
"5634","M","18-25","17","2","2","0","125","1454698"
"5635","M","26-35","2","2","3","1","11","105604"
"5636","F","36-45","0","3","5","0","59","493669"
"5637","F","46-50","1","3","4","1","21","159463"
"5638","M","18-25","10","3","4","0","12","99694"
"5639","F","26-35","7","2","3","1","69","825608"
"5640","M","26-35","6","2","2","1","170","1294449"
"5641","M","26-35","20","2","1","0","221","2166173"
"5642","M","26-35","0","1","5","0","423","2770340"
"5643","M","26-35","17","1","2","0","25","255224"
"5644","F","36-45","0","2","3","1","43","425254"
"5645","M","26-35","17","2","2","1","121","1126874"
"5646","M","26-35","2","3","2","1","17","263829"
"5647","M","36-45","17","1","2","0","160","1400092"
